borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
Bronx,Schuylerville/Pelham Bay,01 One Family Dwellings,1,5387,27,A1,2898 Zulette Avenue,NA,10461,1,0,1,2375,1202,1925,1,A1,595000,2024-04-30T00:00:00Z
Bronx,Schuylerville/Pelham Bay,01 One Family Dwellings,1,5393,14,A1,2932 Zulette Ave,NA,10461,1,0,1,2375,1428,1925,1,A1,600000,2024-04-02T00:00:00Z
Bronx,Schuylerville/Pelham Bay,01 One Family Dwellings,1,5393,40,A2,2923 Wellman Avenue,NA,10461,1,0,1,2375,1065,1920,1,A2,530000,2024-01-11T00:00:00Z
Bronx,Schuylerville/Pelham Bay,01 One Family Dwellings,1,5395,16,A2,1527 Gillespie Ave,NA,10461,1,0,1,2500,1092,1920,1,A2,650000,2024-02-16T00:00:00Z
Bronx,Schuylerville/Pelham Bay,01 One Family Dwellings,1,5401,43,A5,1576 Hollywood Avenue,NA,10461,1,0,1,2375,1188,1950,1,A5,695000,2024-08-02T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4158,22,B2,1640 Pilgrim Avenue,NA,10461,2,0,2,2961,2640,1920,1,B2,630000,2023-09-07T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4158,22,B2,1640 Pilgrim Avenue,NA,10461,2,0,2,2961,2640,1920,1,B2,850000,2024-02-07T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4167,9,B1,2950 Roberts Avenue,NA,10461,2,0,2,2500,2520,1925,1,B1,870000,2024-08-19T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4173,36,B2,1618 Mahan Ave,NA,10461,2,0,2,2500,2384,1930,1,B2,995000,2024-05-23T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4175,33,B3,3037 Roberts Avenue,NA,10461,2,0,2,2500,1496,1925,1,B3,400000,2024-02-06T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4178,48,B2,1740 Parkview Ave,NA,10461,2,0,2,2500,2320,1920,1,B2,890000,2024-01-03T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4191,65,B9,2841 Buhre Ave,NA,10461,2,0,2,2635,1782,1960,1,B9,710000,2024-05-07T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4192,15,B2,1848 Mayflower Avenue,NA,10461,2,0,2,4750,3600,1920,1,B2,1200000,2023-10-02T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4193,37,B1,1851 Edison Avenue,NA,10461,2,0,2,2375,2572,1955,1,B1,850000,2024-01-05T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4193,38,B1,1847 Edison Avenue,NA,10461,2,0,2,2335,2572,1955,1,B1,850000,2024-01-05T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4194,17,B3,1844 Edison Avenue,NA,10461,2,0,2,2090,1618,1945,1,B3,675000,2023-10-03T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4233,12,B9,1936 Pilgrim Avenue,NA,10461,2,0,2,2108,4150,1972,1,B9,950000,2023-10-26T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4233,12,B9,1936 Pilgrim Avenue,NA,10461,2,0,2,2108,4150,1972,1,B9,988000,2024-02-07T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4238,48,B1,3143 Sands Place,NA,10461,2,0,2,2500,2814,1935,1,B1,985000,2023-12-27T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4241,1,B1,2026 Mayflower Avenue,NA,10461,2,0,2,3168,1332,1950,1,B1,868000,2024-06-07T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,4251,35,B1,2123 Colonial Avenue,NA,10461,2,0,2,2863,1600,1940,1,B1,850000,2024-02-28T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5306,73,B2,1117 Revere Ave,NA,10465,2,0,2,5000,2188,1920,1,B2,460000,2023-12-13T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5306,73,B2,1117 Revere Avenue,NA,10465,2,0,2,5000,2188,1920,1,B2,1140000,2024-07-01T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5306,90,B2,1123 Calhoun Av,NA,10465,2,0,2,5150,2960,1910,1,B2,790000,2024-01-30T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5332,50,B3,1255 Mayflower Avenue,NA,10461,2,0,2,3760,2104,1930,1,B3,875000,2024-04-10T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5347,41,B2,1347 Balcom Avenue,NA,10461,2,0,2,2500,1318,1920,1,B2,567500,2023-11-22T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5348,47,B1,1343 Ellison Avenue,NA,10461,2,0,2,2375,1945,1945,1,B1,810000,2023-09-22T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5349,32,B3,1371 Edwards Avenue,NA,10461,2,0,2,1617,1800,1950,1,B3,673000,2024-06-21T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5353,24,B3,1330 Mayflower Ave,NA,10461,2,0,2,2233,1428,1920,1,B3,710000,2024-05-01T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5356,51,B1,2811 La Salle Avenue,NA,10461,2,0,2,2400,2940,1920,1,B1,960000,2023-11-17T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5357,4,B1,2899 Lasalle Avenue,NA,10461,2,0,2,3375,2835,1910,1,B1,960000,2024-07-25T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5359,14,B2,1326 Gillespie Avenue,NA,10461,2,0,2,2500,1824,1930,1,B2,650000,2023-12-20T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5359,15,B2,1328 Gillespie Avenue,NA,10461,2,0,2,2500,1722,1930,1,B2,751540,2023-12-21T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5360,40,B1,1325 Hobart,NA,10461,2,0,2,2557,2835,1930,1,B1,950000,2023-10-19T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5363,30,B2,1357 Crosby Avenue,NA,10461,2,0,2,2500,3690,1930,1,B2,740000,2023-09-26T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5366,25,B2,3056 Coddington Avenue,NA,10461,2,0,2,3005,3524,1930,1,B2,945000,2024-04-09T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5376,11,B1,2874 Harrington Avenue,NA,10461,2,0,2,2250,2850,1920,1,B1,545356,2023-12-29T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5377,14,B2,2874 Dudley,NA,10461,2,0,2,2660,1960,1920,1,B2,788500,2024-08-23T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5383,20,B3,2824 Wellman Ave,NA,10461,2,0,2,2375,1682,1920,1,B3,670000,2024-05-07T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5384,3,B3,1528 Ericson Place,NA,10461,2,0,2,3105,1866,1960,1,B3,550000,2023-12-04T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5384,3,B3,1528 Ericson Place,NA,10461,2,0,2,3105,1866,1960,1,B3,885000,2024-07-25T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5384,22,B1,2826 Zulette Avenue,NA,10461,2,0,2,2375,3360,1920,1,B1,850000,2024-02-09T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5384,25,B2,2830 Zulette Avenue,NA,10461,2,0,2,2375,1275,1930,1,B2,600000,2024-01-31T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5386,36,B2,1581 Mayflower Avenue,NA,10461,2,0,2,2375,2178,1920,1,B2,700000,2024-03-15T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5387,10,B1,2868 Zulette Avenue,NA,10461,2,0,2,2025,2200,1998,1,B1,963050,2023-11-07T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5390,38,B3,1410 Edison Avenue,NA,10461,2,0,2,2108,1175,1920,1,B3,622000,2023-09-01T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5393,23,B3,1447 Gillespie Avenue,NA,10461,2,0,2,4000,1252,1930,1,B3,850000,2023-10-16T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5398,38,B3,3041 Coddington Avenue,NA,10461,2,0,2,2141,1056,1935,1,B3,600000,2023-09-08T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5399,3,B2,1506 Crosby Avenue,NA,10461,2,0,2,2500,1600,1920,1,B2,735000,2023-10-31T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5400,41,B2,1534 Crosby Avenue,NA,10461,2,0,2,2500,1956,1925,1,B2,675000,2024-07-31T00:00:00Z
Bronx,Schuylerville/Pelham Bay,02 Two Family Dwellings,1,5402,84,B1,1539 Hollywood Avenue,NA,10461,2,0,2,2375,2142,1920,1,B1,935000,2023-10-25T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,4168,35,C0,1637 Hobart Avenue,NA,10461,3,0,3,2500,3210,1930,1,C0,845000,2024-02-21T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,4172,13,C0,1635 Mahan Ave,NA,10461,3,0,3,2500,2800,1920,1,C0,1025000,2023-10-24T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,4172,28,C0,3071 Middletown Road,NA,10461,3,0,3,2415,1728,1901,1,C0,710000,2023-11-15T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,4172,28,C0,3071 Middletown Road,NA,10461,3,0,3,2415,1728,1901,1,C0,915000,2024-05-08T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,4190,22,C0,1875 Mulford Avenue,NA,10461,3,0,3,2375,3430,1965,1,C0,1160000,2024-04-08T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,4190,29,C0,1859 Mulford Avenue,NA,10461,3,0,3,2375,2640,1920,1,C0,840000,2024-04-08T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,4233,8,C0,1926 Pilgrim Ave,NA,10461,3,0,3,2375,1616,1925,1,C0,775000,2024-02-27T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,4233,32,C0,2886 Wilkinson Avenue,NA,10461,3,0,3,2782,3180,2001,1,C0,999000,2024-04-24T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,4233,57,C0,1919 Edison Avenue,NA,10461,3,0,3,2375,1596,1925,1,C0,860000,2024-03-05T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,4243,36,C0,2105 Continental Ave,NA,10461,3,0,3,5803,2970,1950,1,C0,1225000,2024-02-07T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,5306,47,C0,1116 Calhoun Avenue,NA,10465,3,0,3,2225,3364,2003,1,C0,950000,2023-09-13T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,5307,12,C0,2712 Gifford Avenue,NA,10465,3,0,3,2500,2728,2004,1,C0,970000,2024-01-04T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,5307,13,C0,2714 Gifford Avenue,NA,10465,3,0,3,2500,2728,2004,1,C0,980000,2023-09-28T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,5340,27,C0,1280 Hollywood Avenue,NA,10461,3,0,3,6124,2494,1960,1,C0,800000,2023-10-25T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,5359,32,C0,1317 Crosby Avenue,NA,10461,3,0,3,3742,2385,1935,1,C0,990000,2024-01-12T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,5363,33,C0,2959 Lasalle,NA,10461,3,0,3,3555,2570,1960,1,C0,1097000,2023-12-22T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,5367,23,C0,3070 Coddington Avenue,NA,10461,3,0,3,2500,2304,1920,1,C0,775000,2023-11-06T00:00:00Z
Bronx,Schuylerville/Pelham Bay,03 Three Family Dwellings,1,5383,4,C0,1508 Ericson Place,NA,10461,3,0,3,2619,2640,1910,1,C0,810000,2024-05-22T00:00:00Z
Bronx,Schuylerville/Pelham Bay,07 Rentals - Walkup Apartments,2A,4175,32,C3,3039 Roberts Avenue,NA,10461,4,0,4,2500,3360,1927,2,C3,900000,2024-04-09T00:00:00Z
Bronx,Schuylerville/Pelham Bay,07 Rentals - Walkup Apartments,2A,4178,1,C2,3130 Buhre Avenue,NA,10461,6,0,6,2100,4620,1926,2,C2,900000,2023-09-14T00:00:00Z
Bronx,Schuylerville/Pelham Bay,07 Rentals - Walkup Apartments,2A,4234,3,C3,1914 Edison Avenue,NA,10461,4,0,4,2375,3200,1927,2,C3,725000,2024-08-26T00:00:00Z
Bronx,Schuylerville/Pelham Bay,07 Rentals - Walkup Apartments,2A,4234,4,C3,1916 Edison Avenue,NA,10461,4,0,4,2375,3200,1927,2,C3,725000,2024-08-26T00:00:00Z
Bronx,Schuylerville/Pelham Bay,07 Rentals - Walkup Apartments,2A,4242,18,C3,2866 East 196 Street,NA,10461,4,0,4,2500,2646,1931,2,C3,1180000,2023-10-05T00:00:00Z
Bronx,Schuylerville/Pelham Bay,07 Rentals - Walkup Apartments,2A,4250,20,C3,2134 Continental Avenue,NA,10461,4,0,4,3297,3125,1920,2,C3,710000,2023-11-22T00:00:00Z
Bronx,Schuylerville/Pelham Bay,07 Rentals - Walkup Apartments,2,5333,106,C1,1235 Bradford Avenue,NA,10461,13,0,13,2339,6510,1929,2,C1,200000,2023-11-01T00:00:00Z
Bronx,Schuylerville/Pelham Bay,07 Rentals - Walkup Apartments,2B,5371,54,C1,3050 East Tremont Avenue,NA,10461,7,0,7,1620,4432,1928,2,C1,775000,2024-04-25T00:00:00Z
Bronx,Schuylerville/Pelham Bay,07 Rentals - Walkup Apartments,2A,5384,38,C3,1535 Mayflower Avenue,NA,10461,4,0,4,2343,2600,1931,2,C3,1300000,2023-10-13T00:00:00Z
Bronx,Schuylerville/Pelham Bay,07 Rentals - Walkup Apartments,2A,5397,8,C2,1441 Hobart Avenue,NA,10461,6,0,6,2500,4400,1931,2,C2,975000,2024-05-13T00:00:00Z
Bronx,Schuylerville/Pelham Bay,08 Rentals - Elevator Apartments,2,4197,32,D1,3109 Buhre Avenue,NA,10461,18,0,18,5000,24455,2016,2,D1,2500000,2024-04-18T00:00:00Z
Bronx,Schuylerville/Pelham Bay,14 Rentals - 4-10 Unit,2A,4167,19,S5,1621 Crosby Avenue,NA,10461,5,1,6,3590,6135,1931,2,S5,1400000,2024-08-06T00:00:00Z
Bronx,Schuylerville/Pelham Bay,14 Rentals - 4-10 Unit,2A,5350,40,S3,3110 East Tremont Avenue,NA,10461,3,1,4,2640,3465,1932,2,S3,174000,2024-02-15T00:00:00Z
Bronx,Schuylerville/Pelham Bay,14 Rentals - 4-10 Unit,2A,5350,40,S3,3110 East Tremont Avenue,NA,10461,3,1,4,2640,3465,1932,2,S3,1278000,2024-05-20T00:00:00Z
Bronx,Schuylerville/Pelham Bay,14 Rentals - 4-10 Unit,2A,5350,60,S9,3162 East Tremont Avenue,NA,10461,2,2,4,2399,2320,1931,2,S9,930000,2024-05-16T00:00:00Z
Bronx,Schuylerville/Pelham Bay,21 Office Buildings,4,4197,30,O7,3117 Buhre Ave,NA,10461,0,2,2,6782,5000,1975,4,O7,2325000,2024-05-30T00:00:00Z
Bronx,Schuylerville/Pelham Bay,21 Office Buildings,4,4248,1,O7,3251 Westchester Avenue,NA,10461,0,2,2,13570,8638,1983,4,O7,5000000,2024-06-06T00:00:00Z
Bronx,Schuylerville/Pelham Bay,21 Office Buildings,4,5350,51,O5,3140 East Tremont Avenue,NA,10461,0,3,3,2900,4832,2002,4,O5,945000,2024-08-22T00:00:00Z
Bronx,Schuylerville/Pelham Bay,22 Store Buildings,4,4169,23,K1,1745 Crosby Avenue,NA,10461,0,3,3,3050,2830,1931,4,K1,1200000,2024-07-25T00:00:00Z
Bronx,Schuylerville/Pelham Bay,22 Store Buildings,4,4235,59,K1,3113 Westchester Avenue,NA,10461,0,2,2,8812,7257,2017,4,K1,978738,2024-06-20T00:00:00Z
Bronx,Schuylerville/Pelham Bay,22 Store Buildings,4,4249,1,K1,3273 Westchester Avenue,NA,10461,0,6,6,9002,7900,1930,4,K1,2900000,2023-10-24T00:00:00Z
Bronx,Schuylerville/Pelham Bay,29 Commercial Garages,4,4162,70,G2,2890 Westchester Avenue,NA,10461,0,1,1,2563,890,1954,4,G2,700000,2024-04-19T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3430,12,A2,920 Harding Park,NA,10473,1,0,1,2700,1390,1925,1,A2,530000,2024-05-15T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3430,235,A1,924 Harding Park,NA,10473,1,0,1,7721,2300,1945,1,A1,910000,2024-06-21T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3430,269,A2,315 Harding Park,NA,10473,1,0,1,2183,1592,1939,1,A2,437000,2024-01-04T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3441,62,A9,1524 Harding Park,NA,10473,1,0,1,2009,595,1925,1,A9,565000,2024-02-29T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3441,166,A2,1427 Harding Park,NA,10473,1,0,1,1700,600,1910,1,A2,240000,2024-01-16T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3442,91,A2,1027 Harding Park,NA,10473,1,0,1,4908,1655,1910,1,A2,480000,2024-07-15T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3446,37,A1,1976 Gildersleeve Avenue,NA,10473,1,0,1,4900,1600,1930,1,A1,525000,2024-03-05T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3447,1,A1,1999 Cornell Avenue,NA,10473,1,0,1,4742,2581,1945,1,A1,795000,2024-06-07T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3453,121,A9,1309 Harding Park,NA,10473,1,0,1,1530,968,1930,1,A9,375000,2023-09-21T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3460,6,A2,2007 Gildersleeve Avenue,NA,10473,1,0,1,3600,1180,1920,1,A2,635000,2024-08-15T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3460,53,A2,231 Betts Avenue,NA,10473,1,0,1,3300,1455,1901,1,A2,580000,2023-11-21T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3471,10,A5,312 Thieriot Avenue,NA,10473,1,0,1,2500,1498,2008,1,A5,670000,2024-06-13T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3475,108,A1,7 Rudd Place,NA,10473,1,0,1,1560,1180,1910,1,A1,489000,2024-05-28T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3477,11,A2,308 Stephens Avenue,NA,10473,1,0,1,2940,1125,1901,1,A2,630000,2024-05-08T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3499,22,A5,430 Underhill Avenue,NA,10473,1,0,1,2750,2075,1970,1,A5,595000,2023-11-01T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3523,3,A1,1831 Lacombe Avenue,NA,10473,1,0,1,2500,1683,1960,1,A1,580000,2023-10-13T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3527,56,A5,547 White Plains Road,NA,10473,1,0,1,1800,1224,1960,1,A5,200000,2023-10-19T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3557,40,A5,649 Soundview Avenue,NA,10473,1,0,1,2112,1650,1955,1,A5,585000,2024-02-16T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3594,52,A5,729 Rosedale Avenue,NA,10473,1,0,1,2500,2312,1920,1,A5,610000,2023-09-01T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3595,24,A1,740 Rosedale Avenue,NA,10473,1,0,1,2500,2272,1920,1,A1,389500,2024-03-13T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3758,15,A1,1118 Underhill Avenue,NA,10472,1,0,1,1844,1929,1925,1,A1,695000,2024-01-18T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3758,33,A5,1159 White Plains Road,NA,10472,1,0,1,2220,1925,1940,1,A5,750000,2023-10-02T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3758,131,A5,1169 White Plains Road,NA,10472,1,0,1,2020,1925,1950,1,A5,460000,2024-07-25T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3770,19,A5,1239 Evergreen Ave,NA,10472,1,0,1,2000,1440,1920,1,A5,450000,2024-02-14T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3776,17,A5,1224 Manor Avenue,NA,10472,1,0,1,2500,1392,1920,1,A5,610000,2023-12-19T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3776,22,A5,1234 Manor Avenue,NA,10472,1,0,1,2000,1392,1920,1,A5,630000,2023-09-29T00:00:00Z
Bronx,Soundview,01 One Family Dwellings,1,3878,47,A1,1333 Thieriot Avenue,NA,10472,1,0,1,2500,1236,1920,1,A1,635000,2024-01-05T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3436,156,B2,105 Horizon Court,NA,10473,2,0,2,1467,2400,2014,1,B2,800000,2024-08-15T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3436,166,B2,125 Horizon Court,NA,10473,2,0,2,1567,2400,2014,1,B2,700000,2024-01-19T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3440,6,B3,902 Harding Park,NA,10473,2,0,2,3213,2400,1920,1,B3,560000,2024-05-31T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3443,36,B2,10 Dune Court,NA,10473,2,0,2,1566,2380,2002,1,B2,700000,2023-10-11T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3445,31,B1,158 Soundview Ave,NA,10473,2,0,2,2500,2176,1930,1,B1,850000,2023-10-03T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3452,45,B3,1102 Harding Park,NA,10473,2,0,2,4459,2680,1945,1,B3,400000,2024-08-14T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3453,31,B3,1201 Harding Park,NA,10473,2,0,2,1509,1980,1945,1,B3,280000,2024-04-19T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3459,1,B2,1999 Gildersleeve Avenue,NA,10473,2,0,2,2242,1400,1930,1,B2,690000,2024-08-09T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3459,64,B3,221 Husson Ave,NA,10473,2,0,2,5500,2131,1920,1,B3,555000,2023-12-22T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3469,35,B2,340 Beach Avenue,NA,10473,2,0,2,2275,1902,2001,1,B2,571356,2023-09-15T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3470,8,B2,306 Taylor Avenue,NA,10473,2,0,2,3350,1902,2001,1,B2,750000,2024-06-27T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3473,20,B3,330 Underhill Avenue,NA,10473,2,0,2,2500,2040,1950,1,B3,735000,2023-12-06T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3473,23,B2,336 Underhill Avenue,NA,10473,2,0,2,2500,2150,1935,1,B2,575000,2024-04-24T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3493,10,B1,303 Bronx River Avenue,NA,10473,2,0,2,4186,3150,1975,1,B1,975000,2024-05-16T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3496,30,B3,442 Taylor Avenue,NA,10473,2,0,2,2500,1525,1940,1,B3,420000,2024-02-07T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3521,71,B3,521 Beach Ave,NA,10473,2,0,2,2500,1760,1925,1,B3,250000,2024-08-21T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3525,69,B1,525 Underhill Avenue,NA,10473,2,0,2,2500,2072,1920,1,B1,525000,2024-03-06T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3555,23,B1,642 Rosedale Avenue,NA,10473,2,0,2,2500,2700,1940,1,B1,800000,2023-09-15T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3556,4,B1,608 Commonwealth Avenue,NA,10473,2,0,2,3906,2800,1955,1,B1,935000,2024-05-30T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3557,32,B1,648 St Lawrence Avenue,NA,10473,2,0,2,2542,3040,1935,1,B1,885000,2023-09-07T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3560,28,B1,644 Thieriot Avenue,NA,10473,2,0,2,5000,3275,1920,1,B1,820000,2024-06-28T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3561,120,B1,624 Leland Avenue,NA,10473,2,0,2,1950,2748,2001,1,B1,860000,2024-05-28T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3562,17,B1,630 Underhill Avenue,NA,10473,2,0,2,2000,2550,1970,1,B1,893000,2024-05-29T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3562,135,B1,656 Underhill Avenue,NA,10473,2,0,2,1950,2748,2001,1,B1,790000,2024-02-12T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3562,149,B1,641 Bolton Avenue,NA,10473,2,0,2,1950,2748,2001,1,B1,800000,2024-07-29T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3595,5,B1,1749 Seward,NA,10473,2,0,2,2000,2400,2008,1,B1,900000,2023-10-20T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3597,24,B2,726 St. Lawrence Avenue,NA,10473,2,0,2,2500,2552,1920,1,B2,773000,2023-11-08T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3598,10,B1,710 Beach Avenue,NA,10473,2,0,2,3750,2313,1935,1,B1,830000,2023-12-15T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3598,52,B3,743 Taylor Ave,NA,10473,2,0,2,2000,1933,1930,1,B3,745000,2024-04-15T00:00:00Z
Bronx,Soundview,02 Two Family Dwellings,1,3650,48,B3,939 Wheeler Ave,NA,10473,2,0,2,2442,1990,1940,1,B3,560000,2024-04-15T00:00:00Z
