borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
Bronx,Baychester,02 Two Family Dwellings,1,5653,218,B1,2573 Flint Avenue,NA,10475,2,0,2,2450,2008,1963,1,B1,800000,2024-06-14T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5653,221,B1,2567 Flint Avenue,NA,10475,2,0,2,2625,2008,1963,1,B1,790000,2023-12-14T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4711,70,C0,1300 Needham Avenue,NA,10469,3,0,3,4750,3937,1988,1,C0,1220000,2024-07-16T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4714,17,C0,1443 Oakley Street,NA,10469,3,0,3,2945,3196,1910,1,C0,997885,2024-06-19T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4717,24,C0,1450 Oakley Street,NA,10469,3,0,3,1900,2976,1901,1,C0,890430,2024-06-26T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4717,34,C0,1474 Oakley Street,NA,10469,3,0,3,2624,2760,2008,1,C0,995000,2024-05-15T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4726,28,C0,3530 Eastchester Road,NA,10469,3,0,3,2384,4050,1988,1,C0,900000,2023-11-20T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4736,32,C0,3311 Seymour Avenue,NA,10469,3,0,3,2500,2440,1920,1,C0,837400,2023-09-28T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4884,32,C0,3421 Ely Avenue,NA,10469,3,0,3,2874,3100,1960,1,C0,773000,2023-11-29T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4890,50,C0,3535 Ely Avenue,NA,10466,3,0,3,2500,3960,1987,1,C0,998000,2024-02-21T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4898,59,C0,1230 East 224th Street,NA,10466,3,0,3,2500,2500,1960,1,C0,620000,2024-03-20T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4898,59,C0,1230 East 224th Street,NA,10466,3,0,3,2500,2500,1960,1,C0,979000,2024-08-14T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4922,75,C0,3627 Marolla Place,NA,10466,3,0,3,2963,2800,1965,1,C0,772500,2023-12-11T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4956,57,C0,3917 Wilder Ave,NA,10466,3,0,3,3515,4240,1974,1,C0,800000,2024-07-25T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4960,85,C0,1379 East 233 Street,NA,10466,3,0,3,3750,3596,1920,1,C0,450000,2024-06-18T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,5227,21,C0,3319 Palmer Avenue,NA,10475,3,0,3,4000,4000,1925,1,C0,975000,2023-10-17T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,5263,241,C0,3400 Wright Avenue,NA,10475,3,0,3,2981,3300,2000,1,C0,900000,2023-10-04T00:00:00Z
Bronx,Baychester,07 Rentals - Walkup Apartments,2A,4711,26,C3,1310 Oakley Street,NA,10469,4,0,4,2375,4368,1910,2,C3,880000,2024-07-11T00:00:00Z
Bronx,Baychester,07 Rentals - Walkup Apartments,2A,4991,29,C3,4036 Bell Ave,NA,10466,4,0,4,7500,2808,1950,2,C3,400000,2024-03-29T00:00:00Z
Bronx,Baychester,22 Store Buildings,4,4724,34,K1,3525-3531 Boston Road,NA,10469,0,3,3,4488,3196,1930,4,K1,1630000,2024-02-28T00:00:00Z
Bronx,Baychester,22 Store Buildings,4,4729,1,K1,3575 Boston Road,NA,10469,0,1,1,22155,10495,2004,4,K1,6000000,2024-02-20T00:00:00Z
Bronx,Baychester,22 Store Buildings,4,4889,9,K1,3631 Boston Post Road,NA,10466,0,1,1,2500,2500,1987,4,K1,1050000,2024-04-17T00:00:00Z
Bronx,Baychester,26 Other Hotels,4,4922,101,H4,2101 Needham Avenue,NA,10466,0,1,1,23120,11634,1963,4,H4,2555020,2024-04-25T00:00:00Z
Bronx,Baychester,29 Commercial Garages,4,4886,1,G2,3734 Boston Road,NA,10469,0,1,1,3960,3923,1967,4,G2,1600000,2024-02-28T00:00:00Z
Bronx,Baychester,29 Commercial Garages,4,5263,18,G2,3890 Boston Road,NA,10475,0,1,1,1500,2250,1931,4,G2,400000,2023-10-31T00:00:00Z
Bronx,Baychester,29 Commercial Garages,4,5275,2,GU,4064 Boston Road,NA,10475,0,1,1,9175,1870,1920,4,GU,2527731,2024-01-05T00:00:00Z
Bronx,Baychester,30 Warehouses,4,4758,25,E1,3213 Edson Avenue,NA,10469,0,2,2,11970,1357,1949,4,E1,1700000,2024-01-19T00:00:00Z
Bronx,Baychester,33 Educational Facilities,4,4760,1,W9,1420 Burke Avenue,NA,10469,0,1,1,2745,3036,1940,4,W9,1240000,2023-09-14T00:00:00Z
Bronx,Bedford Park/Norwood,01 One Family Dwellings,1,3283,133,A1,2774 Marion Avenue,NA,10458,1,0,1,1700,1291,1930,1,A1,540000,2024-03-14T00:00:00Z
Bronx,Bedford Park/Norwood,01 One Family Dwellings,1,3284,45,A1,2845 Decatur Avenue,NA,10458,1,0,1,1317,1838,1920,1,A1,685000,2024-05-03T00:00:00Z
Bronx,Bedford Park/Norwood,01 One Family Dwellings,1,3289,42,A5,2781 Marion Avenue,NA,10458,1,0,1,1640,2226,1910,1,A5,585000,2024-04-04T00:00:00Z
Bronx,Bedford Park/Norwood,01 One Family Dwellings,1,3294,14,A1,2662 Briggs Avenue,NA,10458,1,0,1,1659,1411,1915,1,A1,239000,2023-12-07T00:00:00Z
Bronx,Bedford Park/Norwood,01 One Family Dwellings,1,3294,15,A1,2664 Briggs Avenue,NA,10458,1,0,1,1659,1411,1915,1,A1,600000,2023-12-18T00:00:00Z
Bronx,Bedford Park/Norwood,01 One Family Dwellings,1,3299,6,A1,3010 Bainbridge Avenue,NA,10458,1,0,1,4233,4537,1901,1,A1,810000,2023-12-19T00:00:00Z
Bronx,Bedford Park/Norwood,01 One Family Dwellings,1,3318,143,A1,2759 Creston Avenue,NA,10468,1,0,1,1654,1472,1910,1,A1,442900,2024-02-22T00:00:00Z
Bronx,Bedford Park/Norwood,01 One Family Dwellings,1,3334,8,A5,3044 Bainbridge Avenue,NA,10467,1,0,1,1642,1572,1925,1,A5,582500,2024-02-28T00:00:00Z
Bronx,Bedford Park/Norwood,01 One Family Dwellings,1,3337,8,A1,3300 Steuben Avenue,NA,10467,1,0,1,2500,1774,1930,1,A1,687500,2023-10-25T00:00:00Z
Bronx,Bedford Park/Norwood,01 One Family Dwellings,1,3355,12,A1,3258 Decatur Ave,NA,10467,1,0,1,5000,1834,1925,1,A1,900000,2024-06-03T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3288,7,B2,321 East 196th Street,NA,10458,2,0,2,3401,1810,1915,1,B2,885000,2023-10-04T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3288,21,B2,2760 Bainbridge Avenue,NA,10458,2,0,2,2250,1758,1910,1,B2,845000,2024-01-17T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3289,10,B3,2782 Pond Place,NA,10458,2,0,2,3160,3034,1910,1,B3,820000,2024-08-13T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3290,8,B2,2776 Bainbridge Ave,NA,10458,2,0,2,2875,2096,1910,1,B2,570000,2024-02-12T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3294,64,B2,2673 Bainbridge Avenue,NA,10458,2,0,2,1990,4080,1915,1,B2,436750,2024-03-22T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3295,48,S2,272 East 198th Street,NA,10458,2,1,3,2450,3205,1920,1,S2,1200000,2024-04-30T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3296,8,B2,267 East 198 Street,NA,10458,2,0,2,2143,2310,1901,1,B2,620000,2024-08-14T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3298,13,B2,2960 Briggs Avenue,NA,10458,2,0,2,2475,2080,1901,1,B2,610000,2023-10-23T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3301,100,B3,2761 Briggs Avenue,NA,10458,2,0,2,1867,2596,1901,1,B3,650000,2024-05-07T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3302,30,B1,2902 Valentine Avenue,NA,10458,2,0,2,2442,4089,1901,1,B1,925000,2024-04-16T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3305,60,B1,2877 Valentine Avenue,NA,10458,2,0,2,3500,2618,1930,1,B1,1800000,2024-07-18T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3305,61,B1,2875 Valentine Avenue,NA,10458,2,0,2,3500,2732,1930,1,B1,1800000,2024-07-18T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3318,80,B2,2778 Morris Avenue,NA,10468,2,0,2,2381,2902,1910,1,B2,535000,2023-12-06T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3318,89,B2,2798 Morris Avenue,NA,10468,2,0,2,2381,3048,1901,1,B2,920000,2023-11-02T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3318,155,B2,2731 Creston Avenue,NA,10468,2,0,2,2506,1808,1910,1,B2,820000,2023-10-23T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3319,25,B2,19 East 198th Street,NA,10468,2,0,2,4241,3198,1910,1,B2,2117452,2024-05-10T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3319,27,B2,15 East 198th Street,NA,10468,2,0,2,3557,2568,1910,1,B2,1515495,2024-05-10T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3343,123,B2,3283 Perry Avenue,NA,10467,2,0,2,3160,3666,1925,1,B2,780000,2024-01-18T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3347,51,B2,3269 Hull Avenue,NA,10467,2,0,2,5000,2790,1910,1,B2,1160000,2024-08-08T00:00:00Z
Bronx,Bedford Park/Norwood,02 Two Family Dwellings,1,3351,29,B2,3288 Hull Avenue,NA,10467,2,0,2,2500,2334,1901,1,B2,779000,2023-09-20T00:00:00Z
Bronx,Bedford Park/Norwood,03 Three Family Dwellings,1,3282,22,C0,2668 Marion Avenue,NA,10458,3,0,3,8013,2370,1920,1,C0,550000,2023-10-17T00:00:00Z
Bronx,Bedford Park/Norwood,03 Three Family Dwellings,1,3282,62,C0,363 E 194th,NA,10458,3,0,3,1784,3150,2006,1,C0,786353,2024-03-25T00:00:00Z
Bronx,Bedford Park/Norwood,03 Three Family Dwellings,1,3285,45,C0,2973 Decatur Avenue,NA,10458,3,0,3,4116,3244,1899,1,C0,900000,2023-11-30T00:00:00Z
Bronx,Bedford Park/Norwood,03 Three Family Dwellings,1,3288,29,C0,324 East 197,NA,10458,3,0,3,2900,3474,1901,1,C0,680000,2023-09-28T00:00:00Z
Bronx,Bedford Park/Norwood,03 Three Family Dwellings,1,3289,35,C0,2795 Marion Avenue,NA,10458,3,0,3,2504,2984,1910,1,C0,860000,2023-11-15T00:00:00Z
Bronx,Bedford Park/Norwood,03 Three Family Dwellings,1,3296,61,C0,N/A Bainbridge Avenue,NA,10458,3,0,3,3740,4842,2021,1,C0,500000,2023-10-30T00:00:00Z
Bronx,Bedford Park/Norwood,03 Three Family Dwellings,1,3305,59,C0,2879 Valentine Avenue,NA,10458,3,0,3,3000,2618,1930,1,C0,1400000,2024-07-18T00:00:00Z
Bronx,Bedford Park/Norwood,03 Three Family Dwellings,1,3319,26,C0,17 East 198th Street,NA,10468,3,0,3,4241,3214,1910,1,C0,1862053,2024-05-10T00:00:00Z
Bronx,Bedford Park/Norwood,07 Rentals - Walkup Apartments,2B,3279,2,C1,389 East 198 Street,NA,10458,8,0,8,2337,5183,2023,2,C1,530225,2024-02-16T00:00:00Z
Bronx,Bedford Park/Norwood,07 Rentals - Walkup Apartments,2B,3279,3,C1,385 East 198 Street,NA,10458,10,0,10,2293,6943,2023,2,C1,530225,2024-02-16T00:00:00Z
Bronx,Bedford Park/Norwood,07 Rentals - Walkup Apartments,2,3302,42,C1,246 East 199 Street,NA,10458,47,0,47,10300,41250,1923,2,C1,5100000,2024-02-15T00:00:00Z
Bronx,Bedford Park/Norwood,07 Rentals - Walkup Apartments,2,3304,155,C1,2802 Grand Concourse,NA,10458,22,0,22,5273,23490,1923,2,C1,2510000,2024-04-23T00:00:00Z
Bronx,Bedford Park/Norwood,07 Rentals - Walkup Apartments,2,3304,170,C1,2801 Valentine Avenue,NA,10458,16,0,16,2950,25839,1912,2,C1,1845000,2024-06-19T00:00:00Z
Bronx,Bedford Park/Norwood,07 Rentals - Walkup Apartments,2A,3304,174,C3,2793 Valentine Avenue,NA,10458,4,0,4,985,2475,1925,2,C3,670000,2024-04-29T00:00:00Z
Bronx,Bedford Park/Norwood,07 Rentals - Walkup Apartments,2,3321,67,C7,3043-3045 Villa Avenue,NA,10468,41,7,48,10384,46585,1925,2,C7,7230000,2024-05-30T00:00:00Z
Bronx,Bedford Park/Norwood,07 Rentals - Walkup Apartments,2,3324,29,C1,3405 Gates,NA,10467,32,0,32,6228,34400,1924,2,C1,2650000,2023-12-28T00:00:00Z
Bronx,Bedford Park/Norwood,07 Rentals - Walkup Apartments,2,3326,35,C1,96 East 208 Street,NA,10467,21,0,21,5000,21000,1925,2,C1,2000000,2024-07-24T00:00:00Z
Bronx,Bedford Park/Norwood,08 Rentals - Elevator Apartments,2,3311,112,D1,178 East 205 Street,NA,10458,31,0,31,6200,28704,1930,2,D1,3000000,2024-07-24T00:00:00Z
Bronx,Bedford Park/Norwood,08 Rentals - Elevator Apartments,2,3311,120,D1,200 East 205 Street,NA,10458,61,0,61,16575,81070,1941,2,D1,7700000,2024-05-30T00:00:00Z
Bronx,Bedford Park/Norwood,29 Commercial Garages,4,3331,57,G4,3083 Webster Avenue,NA,10467,0,1,1,15000,1950,1932,4,G4,7000000,2024-04-25T00:00:00Z
Bronx,Bedford Park/Norwood,29 Commercial Garages,4,3356,196,G2,3551 Webster Avenue,NA,10467,0,1,1,3663,5300,1925,4,G2,1675000,2023-10-12T00:00:00Z
Bronx,Bedford Park/Norwood,30 Warehouses,4,3278,77,E9,388 East 198 Street,NA,10458,0,1,1,5021,2350,1931,4,E9,1300000,2024-01-16T00:00:00Z
Bronx,Bedford Park/Norwood,32 Hospital And Health Facilities,4,3356,200,I3,3547 Webster Avenue,NA,10467,0,1,1,15000,30000,1927,4,I3,3054919,2024-07-31T00:00:00Z
Bronx,Belmont,01 One Family Dwellings,1,3086,21,A1,2258 Hughes Avenue,NA,10457,1,0,1,5025,1636,1905,1,A1,1600000,2024-08-22T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3054,64,B2,2394 Lorillard Place,NA,10458,2,0,2,1650,1024,1901,1,B2,715000,2023-10-20T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3058,75,B2,2446 Lorillard Place,NA,10458,2,0,2,2433,2336,1920,1,B2,750000,2024-06-18T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3058,80,B2,2456 Lorillard Place,NA,10458,2,0,2,1979,2184,1901,1,B2,850000,2024-06-26T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3071,3,B2,607 East 182nd Street,NA,10457,2,0,2,2125,1632,1901,1,B2,585000,2023-11-01T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3071,62,B2,2251 Hughes Ave,NA,10457,2,0,2,2500,2128,1930,1,B2,645000,2024-04-05T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3075,12,B2,654 E 188 Street,NA,10458,2,0,2,1900,2380,1910,1,B2,682000,2024-07-16T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3076,5,B2,2418 Hughes Avenue,NA,10458,2,0,2,2142,2280,1899,1,B2,850000,2024-02-26T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3078,46,S2,2506 Hughes Avenue,NA,10458,2,1,3,2185,3300,1910,1,S2,1050000,2024-05-13T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3086,40,B2,2221 Belmont Avenue,NA,10457,2,0,2,2500,1650,1925,1,B2,582000,2023-09-29T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3086,43,B2,2213 Belmont Avenue,NA,10457,2,0,2,2500,1392,1925,1,B2,378000,2023-09-29T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3087,42,B1,2278 Hughes Avenue,NA,10458,2,0,2,834,1440,1905,1,B1,499900,2024-01-19T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3088,5,B2,2314 Belmont Avenue,NA,10458,2,0,2,2500,2048,1920,1,B2,592250,2024-06-25T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3089,14,B2,2322 Cambreleng Ave,NA,10458,2,0,2,2500,2402,1930,1,B2,715000,2023-11-21T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3090,10,B2,2422 Cambreleng Avenue,NA,10458,2,0,2,1320,1120,1920,1,B2,475000,2024-01-17T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3101,7,B2,2282 Beaumont Avenue,NA,10457,2,0,2,1661,2241,1910,1,B2,999999,2024-05-01T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3104,60,S2,743 East 187 Street,NA,10458,2,1,3,2500,2940,1901,1,S2,1500000,2024-01-05T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3105,9,B2,2430 Beaumont Avenue,NA,10458,2,0,2,2500,2274,1910,1,B2,420000,2024-03-06T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3112,37,B1,788 Garden Street,NA,10460,2,0,2,1650,1760,1901,1,B1,700000,2023-11-13T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3113,3,B2,779 Grote St,NA,10460,2,0,2,3125,2940,1925,1,B2,1150000,2023-10-11T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3056,57,C0,533 East 187th Street,NA,10458,3,0,3,1595,2920,1905,1,C0,999999,2024-05-23T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3057,28,C0,514 East 188 Street,NA,10458,3,0,3,1812,3096,1901,1,C0,955000,2024-02-29T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3057,42,C0,519 East 187 Street,NA,10458,3,0,3,1800,3300,1931,1,C0,960000,2023-10-20T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3076,33,C0,2458 Hughes,NA,10458,3,0,3,1442,1920,1910,1,C0,735000,2024-08-14T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3087,1,C0,2302 Hughes Avenue,NA,10458,3,0,3,5000,1485,1931,1,C0,1425000,2024-01-09T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3099,112,C0,729 East 182 Street,NA,10457,3,0,3,2083,2820,1997,1,C0,859000,2024-06-26T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3101,31,C0,742 East 183 Street,NA,10458,3,0,3,2375,1908,1901,1,C0,785000,2024-01-10T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3105,31,C0,2471a Crotona Avenue,NA,10458,3,0,3,1781,1912,2007,1,C0,750000,2024-07-15T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3113,4,C0,777 Grote Street,NA,10460,3,0,3,3125,2940,1925,1,C0,1150000,2023-11-28T00:00:00Z
Bronx,Belmont,06 Tax Class 1 - Other,2,3114,41,D1,773 East 183 Street,NA,10460,28,0,28,4142,20411,2023,1,Z0,1210000,2023-10-10T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2B,3071,45,C1,2230 Adams Place,NA,10457,8,0,8,2500,5960,2017,2,C1,1600000,2024-04-17T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2,3113,1,C1,783 Grote Street,NA,10460,11,0,11,6250,11837,1924,2,C1,1900000,2023-10-30T00:00:00Z
Bronx,Belmont,37 Religious Facilities,4,3054,53,M1,4432 Third Avenue,NA,10458,0,1,1,1784,3095,1900,4,M1,480000,2024-06-11T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4510,53,A1,2723 Holland Avenue,NA,10467,1,0,1,2500,1540,1925,1,A1,450000,2024-05-30T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4511,5,A1,2710 Holland Avenue,NA,10467,1,0,1,2500,1524,1925,1,A1,521000,2024-07-26T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4519,23,A1,2760 Hone Avenue,NA,10469,1,0,1,2500,1332,1925,1,A1,670000,2024-06-07T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4520,1,S1,1075 Allerton Avenue,NA,10469,1,1,2,2502,2500,1950,1,S1,370000,2023-12-05T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4524,74,A5,2717 Pearsall Avenue,NA,10469,1,0,1,2100,1390,1925,1,A5,640000,2024-01-18T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4529,29,A1,2704 Dewitt Place,NA,10469,1,0,1,15849,1280,1920,1,A1,465000,2024-02-13T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4531,60,A1,2729 Morgan Avenue,NA,10469,1,0,1,2500,1700,1930,1,A1,500000,2024-08-02T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4533,114,A5,2720 Fenton Avenue,NA,10469,1,0,1,1800,1813,1950,1,A5,649000,2024-06-07T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4534,93,A1,2703 Woodhull Avenue,NA,10469,1,0,1,1980,1024,1950,1,A1,569145,2023-10-26T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4535,33,A1,2760 Woodhull Avenue,NA,10469,1,0,1,3021,1168,1925,1,A1,590000,2024-07-24T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4536,7,A1,1577 Allerton Avenue,NA,10469,1,0,1,2025,768,1960,1,A1,520000,2024-08-07T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4537,42,A1,2721 Kingsland Avenue,NA,10469,1,0,1,2500,1215,1925,1,A1,630000,2023-12-21T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4548,18,A5,2932 Holland Avenue,NA,10467,1,0,1,5217,2695,1935,1,A5,830000,2024-05-06T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4548,49,A5,2921 Wallace Avenue,NA,10467,1,0,1,1800,2014,1950,1,A5,40000,2024-08-08T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4557,3,A2,1085 Arnow Avenue,NA,10469,1,0,1,2500,960,1945,1,A2,700000,2024-05-06T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4557,18,A5,2926 Lurting Avenue,NA,10469,1,0,1,1775,1683,1950,1,A5,600000,2023-12-11T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4557,32,A5,1074 Adee Avenue,NA,10469,1,0,1,1900,1690,1950,1,A5,445000,2023-12-22T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4557,32,A5,1074 Adee Avenue,NA,10469,1,0,1,1900,1690,1950,1,A5,785000,2024-05-13T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4559,29,A5,2940 Yates Avenue,NA,10469,1,0,1,1650,1584,1955,1,A5,550000,2024-04-18T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4560,124,A1,2946 Hering Avenue,NA,10469,1,0,1,2500,2124,1950,1,A1,544000,2024-07-08T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4561,40,A5,2955 Pearsall Ave,NA,10469,1,0,1,1800,1728,1950,1,A5,490000,2024-01-12T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4564,61,A9,2806 Sexton Place,NA,10469,1,0,1,2500,670,1935,1,A9,400000,2023-09-22T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4572,136,A5,3029 Matthews Avenue,NA,10467,1,0,1,1800,1566,1960,1,A5,600000,2024-05-30T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4580,61,A5,3011 Yates Avenue,NA,10469,1,0,1,1967,1336,1960,1,A5,225000,2024-02-13T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4586,129,A5,2944 Bouck Avenue,NA,10469,1,0,1,2208,1216,1950,1,A5,330000,2024-06-07T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4590,20,A1,3016 Young Avenue,NA,10469,1,0,1,2500,1729,1930,1,A1,645000,2024-01-16T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4600,6,S1,3312 White Plains Road,NA,10467,1,1,2,1888,2800,1930,1,S1,700000,2024-05-14T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4604,123,A5,798 Bartholdi Street,NA,10467,1,0,1,1853,1485,1950,1,A5,580000,2023-10-06T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4607,28,A5,804 Bartholdi Street,NA,10467,1,0,1,1615,1392,1950,1,A5,445000,2024-08-15T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4607,42,A1,3301 Bronxwood Ave,NA,10469,1,0,1,6404,1940,1910,1,A1,700000,2024-01-18T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4609,35,A5,944 Duncan Street,NA,10469,1,0,1,1800,1224,1955,1,A5,610000,2024-07-24T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4611,41,A5,3253 Hone Avenue,NA,10469,1,0,1,1642,1280,1955,1,A5,500000,2024-03-11T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4634,4,A5,935 Duncan Street,NA,10469,1,0,1,2067,1580,1935,1,A5,737000,2024-08-16T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4634,67,A5,3341 Radcliff Avenue,NA,10469,1,0,1,2300,1727,1935,1,A5,695000,2024-01-18T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4637,14,A5,3312a Paulding Avenue,NA,10469,1,0,1,1800,1575,1950,1,A5,622000,2024-06-27T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4638,7,A5,1059 Duncan Street,NA,10469,1,0,1,2250,1710,1945,1,A5,545000,2024-08-13T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4638,10,A5,1051 Duncan Street,NA,10469,1,0,1,1950,2052,1945,1,A5,615000,2024-04-05T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,2A,4340,10,C3,2282 Bronx Park East,NA,10467,4,0,4,9013,6028,1925,1,B1,1275000,2023-11-08T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4340,12,B1,2284 Bronx Park East,NA,10467,2,0,2,4525,2688,1925,1,B1,1300000,2024-02-28T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4509,60,B1,2715 Cruger Avenue,NA,10467,2,0,2,3125,2165,1925,1,B1,999000,2024-05-01T00:00:00Z
